team,win_prob,win,season,date,upset_win,upset_loss
Real Salt Lake,0.4898429673140585,0.5,2005,2005-06-22,NA,NA
New England Revolution,0.5336799274719847,1,2005,2005-06-22,NA,0
Chivas USA,0.15255501735600507,0,2005,2005-06-22,0,NA
Los Angeles Galaxy,0.5101570326859415,0.5,2005,2005-06-22,NA,NA
Colorado Rapids,0.504086663161145,0,2005,2005-06-25,NA,1
Houston Dynamo,0.639519431169324,1,2005,2005-06-25,NA,0
New England Revolution,0.7235483193487304,1,2005,2005-06-25,NA,0
Sporting Kansas City,0.8267354322452996,1,2005,2005-06-25,NA,0
FC Dallas,0.49591333683885497,1,2005,2005-06-25,1,NA
Los Angeles Galaxy,0.36048056883067603,0,2005,2005-06-25,0,NA
New York Red Bulls,0.27645168065126957,0,2005,2005-06-25,0,NA
Chivas USA,0.17326456775470045,0,2005,2005-06-25,0,NA
Chicago Fire,0.7461305422514417,1,2005,2005-06-26,NA,0
Real Salt Lake,0.2538694577485583,0,2005,2005-06-26,0,NA
Chicago Fire,0.5823375286085716,1,2005,2005-06-29,NA,0
Houston Dynamo,0.7433969309219273,1,2005,2005-06-29,NA,0
Sporting Kansas City,0.761648397835524,0.5,2005,2005-06-29,NA,NA
DC United,0.4176624713914284,0,2005,2005-06-29,0,NA
Colorado Rapids,0.25660306907807273,0,2005,2005-06-29,0,NA
Columbus Crew,0.23835160216447604,0.5,2005,2005-06-29,NA,NA
Chivas USA,0.4046256023690837,0,2005,2005-07-02,0,NA
Columbus Crew,0.5016905646479758,0,2005,2005-07-02,NA,1
FC Dallas,0.6943143447451864,0.5,2005,2005-07-02,NA,NA
Chicago Fire,0.5953743976309163,1,2005,2005-07-02,NA,0
DC United,0.4983094353520242,1,2005,2005-07-02,1,NA
Houston Dynamo,0.3056856552548136,0.5,2005,2005-07-02,NA,NA
Colorado Rapids,0.5162139453389144,1,2005,2005-07-04,NA,0
Los Angeles Galaxy,0.5013131697298066,0.5,2005,2005-07-04,NA,NA
Real Salt Lake,0.48185489387767894,0.5,2005,2005-07-04,NA,NA
Sporting Kansas City,0.4837860546610856,0,2005,2005-07-04,0,NA
New England Revolution,0.49868683027019345,0.5,2005,2005-07-04,NA,NA
New York Red Bulls,0.518145106122321,0.5,2005,2005-07-04,NA,NA
Chicago Fire,0.5367832072261425,1,2005,2005-07-09,NA,0
Chivas USA,0.5549571223621885,1,2005,2005-07-09,NA,0
Columbus Crew,0.47938822909278767,0,2005,2005-07-09,0,NA
DC United,0.6828462733817401,0,2005,2005-07-09,NA,1
New York Red Bulls,0.6553522056846623,1,2005,2005-07-09,NA,0
New England Revolution,0.4632167927738575,0,2005,2005-07-09,0,NA
Real Salt Lake,0.4450428776378115,0,2005,2005-07-09,0,NA
Houston Dynamo,0.5206117709072123,1,2005,2005-07-09,NA,0
Sporting Kansas City,0.3171537266182599,1,2005,2005-07-09,1,NA
Los Angeles Galaxy,0.34464779431533765,0,2005,2005-07-09,0,NA
DC United,0.6140678262860498,1,2005,2005-07-15,NA,0
Houston Dynamo,0.38593217371395017,0,2005,2005-07-15,0,NA
Los Angeles Galaxy,0.7931329554725003,1,2005,2005-07-16,NA,0
New England Revolution,0.6585767804634065,1,2005,2005-07-16,NA,0
New York Red Bulls,0.7260771341685224,0.5,2005,2005-07-16,NA,NA
Sporting Kansas City,0.8106222240729136,1,2005,2005-07-16,NA,0
Chicago Fire,0.78110251729893,0.5,2005,2005-07-16,NA,NA
Chivas USA,0.2068670445274997,0,2005,2005-07-16,0,NA
FC Dallas,0.3414232195365935,0,2005,2005-07-16,0,NA
Colorado Rapids,0.2739228658314776,0.5,2005,2005-07-16,NA,NA
Real Salt Lake,0.18937777592708638,0,2005,2005-07-16,0,NA
Columbus Crew,0.21889748270107,0.5,2005,2005-07-16,NA,NA
Colorado Rapids,0.5287168445774397,0,2005,2005-07-20,NA,1
Columbus Crew,0.5102849899006688,1,2005,2005-07-20,NA,0
Sporting Kansas City,0.6238549186224115,0.5,2005,2005-07-20,NA,NA
Houston Dynamo,0.4712831554225603,1,2005,2005-07-20,1,NA
New York Red Bulls,0.48971501009933116,0,2005,2005-07-20,0,NA
DC United,0.3761450813775885,0.5,2005,2005-07-20,NA,NA
Chivas USA,0.3021592954622182,1,2005,2005-07-22,1,NA
New England Revolution,0.6978407045377818,0,2005,2005-07-22,NA,1
Colorado Rapids,0.5203938579954301,1,2005,2005-07-23,NA,0
Columbus Crew,0.49906209479733077,1,2005,2005-07-23,1,NA
Houston Dynamo,0.6985292740532595,1,2005,2005-07-23,NA,0
Real Salt Lake,0.37277690357748444,1,2005,2005-07-23,1,NA
Los Angeles Galaxy,0.5673473723131918,0,2005,2005-07-23,NA,1
Chicago Fire,0.47960614200456986,0,2005,2005-07-23,0,NA
Sporting Kansas City,0.5009379052026692,0,2005,2005-07-23,NA,1
New York Red Bulls,0.3014707259467405,0,2005,2005-07-23,0,NA
FC Dallas,0.6272230964225156,0,2005,2005-07-23,NA,1
DC United,0.43265262768680823,1,2005,2005-07-23,1,NA
New England Revolution,0.7533004993854371,0.5,2005,2005-07-27,NA,NA
New York Red Bulls,0.5800771095920583,1,2005,2005-07-27,NA,0
Los Angeles Galaxy,0.24669950061456292,0.5,2005,2005-07-27,NA,NA
FC Dallas,0.41992289040794173,0,2005,2005-07-27,0,NA
Chicago Fire,0.5619584484656186,0,2005,2005-08-06,NA,1
Colorado Rapids,0.6018974613965069,1,2005,2005-08-06,NA,0
FC Dallas,0.6708812727649152,0.5,2005,2005-08-06,NA,NA
Houston Dynamo,0.7644674719472836,1,2005,2005-08-06,NA,0
New England Revolution,0.7121898150829334,0,2005,2005-08-06,NA,1
Real Salt Lake,0.6839413240423029,1,2005,2005-08-06,NA,0
DC United,0.4380415515343814,1,2005,2005-08-06,1,NA
Los Angeles Galaxy,0.3981025386034931,0,2005,2005-08-06,0,NA
New York Red Bulls,0.32911872723508484,0.5,2005,2005-08-06,NA,NA
Columbus Crew,0.2355325280527164,0,2005,2005-08-06,0,NA
Sporting Kansas City,0.28781018491706656,1,2005,2005-08-06,1,NA
Chivas USA,0.3160586759576971,0,2005,2005-08-06,0,NA
Chicago Fire,0.5888473482948349,0,2005,2005-08-10,NA,1
Chivas USA,0.47508837270584514,0,2005,2005-08-10,0,NA
DC United,0.7262798410350981,1,2005,2005-08-10,NA,0
New England Revolution,0.8056765050882355,1,2005,2005-08-10,NA,0
Sporting Kansas City,0.41115265170516513,1,2005,2005-08-10,1,NA
Los Angeles Galaxy,0.5249116272941549,1,2005,2005-08-10,NA,0
New York Red Bulls,0.27372015896490187,0,2005,2005-08-10,0,NA
Real Salt Lake,0.19432349491176448,0,2005,2005-08-10,0,NA
Chicago Fire,0.6302681124463893,1,2005,2005-08-13,NA,0
DC United,0.877541418315908,1,2005,2005-08-13,NA,0
FC Dallas,0.586507018738319,0,2005,2005-08-13,NA,1
Houston Dynamo,0.7423317436691251,0.5,2005,2005-08-13,NA,NA
Real Salt Lake,0.4339905710280508,0,2005,2005-08-13,0,NA
Los Angeles Galaxy,0.36973188755361075,0,2005,2005-08-13,0,NA
Chivas USA,0.12245858168409196,0,2005,2005-08-13,0,NA
New England Revolution,0.413492981261681,1,2005,2005-08-13,1,NA
Colorado Rapids,0.25766825633087487,0.5,2005,2005-08-13,NA,NA
Sporting Kansas City,0.5660094289719493,1,2005,2005-08-13,NA,0
New York Red Bulls,0.7062744407219945,1,2005,2005-08-14,NA,0
Columbus Crew,0.2937255592780055,0,2005,2005-08-14,0,NA
Colorado Rapids,0.50726976970692,1,2005,2005-08-17,NA,0
New England Revolution,0.49273023029308005,0,2005,2005-08-17,0,NA
Sporting Kansas City,0.7298085258536189,1,2005,2005-08-19,NA,0
Chicago Fire,0.2701914741463811,0,2005,2005-08-19,0,NA
DC United,0.7761538019352645,0,2005,2005-08-20,NA,1
Real Salt Lake,0.4001720365491847,0,2005,2005-08-20,0,NA
Columbus Crew,0.539640369962714,1,2005,2005-08-20,NA,0
Los Angeles Galaxy,0.2238461980647355,1,2005,2005-08-20,1,NA
Houston Dynamo,0.5998279634508152,1,2005,2005-08-20,NA,0
FC Dallas,0.46035963003728597,0,2005,2005-08-20,0,NA
New York Red Bulls,0.8186161331991002,0.5,2005,2005-08-21,NA,NA
Chivas USA,0.1813838668008998,0.5,2005,2005-08-21,NA,NA
Sporting Kansas City,0.784476723271645,0,2005,2005-08-26,NA,1
Columbus Crew,0.21552327672835503,1,2005,2005-08-26,1,NA
FC Dallas,0.8074088149027375,0.5,2005,2005-08-27,NA,NA
Houston Dynamo,0.7232970643564268,1,2005,2005-08-27,NA,0
New England Revolution,0.6180408181094345,1,2005,2005-08-27,NA,0
Chivas USA,0.19259118509726247,0.5,2005,2005-08-27,NA,NA
Los Angeles Galaxy,0.2767029356435732,0,2005,2005-08-27,0,NA
DC United,0.38195918189056555,0,2005,2005-08-27,0,NA
DC United,0.8431559128735209,1,2005,2005-08-31,NA,0
Real Salt Lake,0.15684408712647913,0,2005,2005-08-31,0,NA
Chivas USA,0.48542214342599305,0,2005,2005-09-03,0,NA
Colorado Rapids,0.537687331797126,1,2005,2005-09-03,NA,0
FC Dallas,0.529702037540641,0,2005,2005-09-03,NA,1
New York Red Bulls,0.5604468266141528,0.5,2005,2005-09-03,NA,NA
Real Salt Lake,0.3583874775478919,0,2005,2005-09-03,0,NA
Columbus Crew,0.5145778565740069,1,2005,2005-09-03,NA,0
DC United,0.462312668202874,0,2005,2005-09-03,0,NA
Houston Dynamo,0.47029796245935895,1,2005,2005-09-03,1,NA
Sporting Kansas City,0.4395531733858472,0.5,2005,2005-09-03,NA,NA
New England Revolution,0.6416125224521081,1,2005,2005-09-03,NA,0
Los Angeles Galaxy,0.657030952949747,0,2005,2005-09-04,NA,1
Chicago Fire,0.342969047050253,1,2005,2005-09-04,1,NA
FC Dallas,0.5138362782951656,0,2005,2005-09-10,NA,1
Houston Dynamo,0.8841316193763119,1,2005,2005-09-10,NA,0
Los Angeles Galaxy,0.5905502107310707,1,2005,2005-09-10,NA,0
New England Revolution,0.7486431561723437,1,2005,2005-09-10,NA,0
Sporting Kansas City,0.7160636461866283,0,2005,2005-09-10,NA,1
DC United,0.48616372170483435,1,2005,2005-09-10,1,NA
Chivas USA,0.1158683806236881,0,2005,2005-09-10,0,NA
Colorado Rapids,0.4094497892689293,0,2005,2005-09-10,0,NA
Columbus Crew,0.25135684382765633,0,2005,2005-09-10,0,NA
New York Red Bulls,0.2839363538133717,1,2005,2005-09-10,1,NA
Chivas USA,0.2815298198283895,0,2005,2005-09-17,0,NA
Columbus Crew,0.620313228305111,0,2005,2005-09-17,NA,1
DC United,0.7393315961700923,1,2005,2005-09-17,NA,0
New York Red Bulls,0.53690828384723,1,2005,2005-09-17,NA,0
Sporting Kansas City,0.6990290353677773,0.5,2005,2005-09-17,NA,NA
Houston Dynamo,0.7184701801716105,1,2005,2005-09-17,NA,0
Chicago Fire,0.37968677169488896,1,2005,2005-09-17,1,NA
Colorado Rapids,0.26066840382990775,0,2005,2005-09-17,0,NA
New England Revolution,0.46309171615277,0,2005,2005-09-17,0,NA
Los Angeles Galaxy,0.3009709646322227,0.5,2005,2005-09-17,NA,NA
FC Dallas,0.7608824798418226,1,2005,2005-09-18,NA,0
Real Salt Lake,0.23911752015817744,0,2005,2005-09-18,0,NA
Colorado Rapids,0.7911636931767951,1,2005,2005-09-21,NA,0
Columbus Crew,0.4835070040483385,0.5,2005,2005-09-21,NA,NA
FC Dallas,0.5980123335538328,1,2005,2005-09-21,NA,0
Houston Dynamo,0.7524988814379132,1,2005,2005-09-21,NA,0
Real Salt Lake,0.20883630682320486,0,2005,2005-09-21,0,NA
New England Revolution,0.5164929959516615,0.5,2005,2005-09-21,NA,NA
Los Angeles Galaxy,0.40198766644616724,0,2005,2005-09-21,0,NA
Chicago Fire,0.24750111856208679,0,2005,2005-09-21,0,NA
Chivas USA,0.4048710614094899,0,2005,2005-09-24,0,NA
Houston Dynamo,0.787655506761071,0.5,2005,2005-09-24,NA,NA
New England Revolution,0.7054017269924915,1,2005,2005-09-24,NA,0
Real Salt Lake,0.4734110522473108,0,2005,2005-09-24,0,NA
Colorado Rapids,0.5951289385905101,1,2005,2005-09-24,NA,0
FC Dallas,0.212344493238929,0.5,2005,2005-09-24,NA,NA
New York Red Bulls,0.2945982730075085,0,2005,2005-09-24,0,NA
Columbus Crew,0.5265889477526893,1,2005,2005-09-24,NA,0
Los Angeles Galaxy,0.5662134866634806,1,2005,2005-09-25,NA,0
Sporting Kansas City,0.4337865133365194,0,2005,2005-09-25,0,NA
Colorado Rapids,0.8274720721578663,1,2005,2005-10-01,NA,0
Columbus Crew,0.8212805971733409,0,2005,2005-10-01,NA,1
Los Angeles Galaxy,0.641047399044363,1,2005,2005-10-01,NA,0
New England Revolution,0.6110327815531676,0,2005,2005-10-01,NA,1
New York Red Bulls,0.5454120657374193,0,2005,2005-10-01,NA,1
Sporting Kansas City,0.6710054813943139,0,2005,2005-10-01,NA,1
Real Salt Lake,0.17252792784213367,0,2005,2005-10-01,0,NA
Chivas USA,0.1787194028266591,1,2005,2005-10-01,1,NA
FC Dallas,0.35895260095563697,0,2005,2005-10-01,0,NA
Houston Dynamo,0.38896721844683235,1,2005,2005-10-01,1,NA
DC United,0.4545879342625807,1,2005,2005-10-01,1,NA
Chicago Fire,0.32899451860568607,1,2005,2005-10-01,1,NA
Chicago Fire,0.6690599153631505,0.5,2005,2005-10-05,NA,NA
Colorado Rapids,0.8340599220440446,0.5,2005,2005-10-05,NA,NA
FC Dallas,0.6726441489837621,1,2005,2005-10-05,NA,0
Real Salt Lake,0.26504039274713703,0,2005,2005-10-05,0,NA
New York Red Bulls,0.33094008463684954,0.5,2005,2005-10-05,NA,NA
Chivas USA,0.16594007795595545,0.5,2005,2005-10-05,NA,NA
Columbus Crew,0.3273558510162379,0,2005,2005-10-05,0,NA
DC United,0.734959607252863,1,2005,2005-10-05,NA,0
Chicago Fire,0.7192767264756692,0,2005,2005-10-08,NA,1
DC United,0.7797896492033789,0,2005,2005-10-08,NA,1
FC Dallas,0.6212807031960997,0.5,2005,2005-10-08,NA,NA
Houston Dynamo,0.9113568284909302,0.5,2005,2005-10-08,NA,NA
Sporting Kansas City,0.5674543349900636,0.5,2005,2005-10-08,NA,NA
Columbus Crew,0.2807232735243308,1,2005,2005-10-08,1,NA
New York Red Bulls,0.2202103507966211,1,2005,2005-10-08,1,NA
Colorado Rapids,0.37871929680390026,0.5,2005,2005-10-08,NA,NA
Real Salt Lake,0.08864317150906975,0.5,2005,2005-10-08,NA,NA
New England Revolution,0.4325456650099364,0.5,2005,2005-10-08,NA,NA
Real Salt Lake,0.3934358749944275,0,2005,2005-10-12,0,NA
Colorado Rapids,0.6065641250055724,1,2005,2005-10-12,NA,0
DC United,0.7926528274791775,0.5,2005,2005-10-15,NA,NA
FC Dallas,0.6137049317753804,0.5,2005,2005-10-15,NA,NA
Los Angeles Galaxy,0.47601512622096515,0,2005,2005-10-15,0,NA
New England Revolution,0.7238323811705357,1,2005,2005-10-15,NA,0
Columbus Crew,0.20734717252082246,0.5,2005,2005-10-15,NA,NA
Sporting Kansas City,0.38629506822461956,0.5,2005,2005-10-15,NA,NA
Houston Dynamo,0.5239848737790349,1,2005,2005-10-15,NA,0
Chicago Fire,0.2761676188294643,0,2005,2005-10-15,0,NA
Chivas USA,0.39011365394167163,0,2005,2005-10-16,0,NA
New York Red Bulls,0.6098863460583284,1,2005,2005-10-16,NA,0
Chicago Fire,0.49476675958846944,0.5,2005,2005-10-21,NA,NA
DC United,0.5052332404115305,0.5,2005,2005-10-21,NA,NA
Colorado Rapids,0.6813276855835918,0.5,2005,2005-10-22,NA,NA
New York Red Bulls,0.5880615502450627,1,2005,2005-10-22,NA,0
FC Dallas,0.3186723144164082,0.5,2005,2005-10-22,NA,NA
New England Revolution,0.4119384497549373,0,2005,2005-10-22,0,NA
Los Angeles Galaxy,0.4271949548701953,1,2005,2005-10-23,1,NA
Houston Dynamo,0.5728050451298047,0,2005,2005-10-23,NA,1
FC Dallas,0.6086200160371396,0,2005,2005-10-29,NA,1
Houston Dynamo,0.7698013154308899,0.5,2005,2005-10-29,NA,NA
New England Revolution,0.6640760924188261,1,2005,2005-10-29,NA,0
Colorado Rapids,0.39137998396286044,1,2005,2005-10-29,1,NA
Los Angeles Galaxy,0.23019868456911008,0.5,2005,2005-10-29,NA,NA
New York Red Bulls,0.33592390758117385,0,2005,2005-10-29,0,NA
DC United,0.7632860251071442,0,2005,2005-10-30,NA,1
Chicago Fire,0.23671397489285584,1,2005,2005-10-30,1,NA
Colorado Rapids,0.6617029877685744,0,2005,2005-11-05,NA,1
Los Angeles Galaxy,0.3382970122314256,1,2005,2005-11-05,1,NA
New England Revolution,0.7014301786718466,1,2005,2005-11-06,NA,0
Chicago Fire,0.29856982132815335,0,2005,2005-11-06,0,NA
New England Revolution,0.6971705500994806,0,2005,2005-11-13,NA,1
Los Angeles Galaxy,0.3028294499005194,1,2005,2005-11-13,1,NA
Los Angeles Galaxy,0.6309510665112251,0,2006,2006-04-01,NA,1
Sporting Kansas City,0.6681347681234047,1,2006,2006-04-01,NA,0
FC Dallas,0.6060627398004258,1,2006,2006-04-01,NA,0
New England Revolution,0.3690489334887749,1,2006,2006-04-01,1,NA
Columbus Crew,0.33186523187659533,0,2006,2006-04-01,0,NA
Chicago Fire,0.3939372601995742,0,2006,2006-04-01,0,NA
Chivas USA,0.6426273237130574,1,2006,2006-04-02,NA,0
Houston Dynamo,0.7180827265185161,1,2006,2006-04-02,NA,0
DC United,0.6627188491972794,0.5,2006,2006-04-02,NA,NA
Real Salt Lake,0.3573726762869426,0,2006,2006-04-02,0,NA
Colorado Rapids,0.2819172734814839,0,2006,2006-04-02,0,NA
New York Red Bulls,0.3372811508027206,0.5,2006,2006-04-02,NA,NA
Colorado Rapids,0.663195647548226,1,2006,2006-04-08,NA,0
FC Dallas,0.7757141594132015,1,2006,2006-04-08,NA,0
Houston Dynamo,0.713317330057882,0,2006,2006-04-08,NA,1
Los Angeles Galaxy,0.659787029394941,0.5,2006,2006-04-08,NA,NA
New York Red Bulls,0.5979527391515744,0.5,2006,2006-04-08,NA,NA
DC United,0.780645303429263,1,2006,2006-04-08,NA,0
Columbus Crew,0.336804352451774,0,2006,2006-04-08,0,NA
Real Salt Lake,0.22428584058679846,0,2006,2006-04-08,0,NA
Sporting Kansas City,0.286682669942118,1,2006,2006-04-08,1,NA
Chicago Fire,0.34021297060505895,0.5,2006,2006-04-08,NA,NA
New England Revolution,0.40204726084842557,0.5,2006,2006-04-08,NA,NA
Chivas USA,0.21935469657073703,0,2006,2006-04-08,0,NA
Chivas USA,0.4870748039787544,0,2006,2006-04-15,0,NA
Colorado Rapids,0.6435891512570487,0.5,2006,2006-04-15,NA,NA
DC United,0.6130144919829805,1,2006,2006-04-15,NA,0
Real Salt Lake,0.4342063409738459,0.5,2006,2006-04-15,NA,NA
Sporting Kansas City,0.6131402093926828,1,2006,2006-04-15,NA,0
Columbus Crew,0.579900864698157,0.5,2006,2006-04-15,NA,NA
Los Angeles Galaxy,0.5129251960212455,1,2006,2006-04-15,NA,0
FC Dallas,0.35641084874295126,0.5,2006,2006-04-15,NA,NA
Houston Dynamo,0.3869855080170195,0,2006,2006-04-15,0,NA
New York Red Bulls,0.5657936590261541,0.5,2006,2006-04-15,NA,NA
New England Revolution,0.38685979060731723,0,2006,2006-04-15,0,NA
Chicago Fire,0.42009913530184295,0.5,2006,2006-04-15,NA,NA
Houston Dynamo,0.8258042757828868,1,2006,2006-04-22,NA,0
Los Angeles Galaxy,0.7210759436056442,0,2006,2006-04-22,NA,1
New York Red Bulls,0.5920734462386343,0,2006,2006-04-22,NA,1
Real Salt Lake,0.17419572421711316,0,2006,2006-04-22,0,NA
Columbus Crew,0.2789240563943558,1,2006,2006-04-22,1,NA
DC United,0.40792655376136566,1,2006,2006-04-22,1,NA
FC Dallas,0.5837570388871852,1,2006,2006-04-23,NA,0
Sporting Kansas City,0.4162429611128148,0,2006,2006-04-23,0,NA
Chivas USA,0.4974270342296792,0.5,2006,2006-04-29,NA,NA
Colorado Rapids,0.5706834311432694,0,2006,2006-04-29,NA,1
Columbus Crew,0.5592899183095047,0,2006,2006-04-29,NA,1
DC United,0.7208393612268315,0.5,2006,2006-04-29,NA,NA
Real Salt Lake,0.4492173345928477,0,2006,2006-04-29,0,NA
New York Red Bulls,0.5025729657703208,0.5,2006,2006-04-29,NA,NA
Houston Dynamo,0.42931656885673064,1,2006,2006-04-29,1,NA
Sporting Kansas City,0.4407100816904953,1,2006,2006-04-29,1,NA
FC Dallas,0.27916063877316855,0.5,2006,2006-04-29,NA,NA
Los Angeles Galaxy,0.5507826654071524,1,2006,2006-04-29,NA,0
New England Revolution,0.6906164073510547,0,2006,2006-04-30,NA,1
Chicago Fire,0.3093835926489453,1,2006,2006-04-30,1,NA
Colorado Rapids,0.5181120175365697,1,2006,2006-05-06,NA,0
Houston Dynamo,0.6970172164589936,1,2006,2006-05-06,NA,0
Real Salt Lake,0.49657295479079333,0,2006,2006-05-06,0,NA
Sporting Kansas City,0.6724157310223503,0.5,2006,2006-05-06,NA,NA
New England Revolution,0.6561869574392256,1,2006,2006-05-06,NA,0
DC United,0.48188798246343034,0,2006,2006-05-06,0,NA
FC Dallas,0.3029827835410064,0,2006,2006-05-06,0,NA
Columbus Crew,0.5034270452092067,1,2006,2006-05-06,NA,0
Chicago Fire,0.3275842689776497,0.5,2006,2006-05-06,NA,NA
Los Angeles Galaxy,0.3438130425607744,0,2006,2006-05-06,0,NA
FC Dallas,0.6527902664088489,1,2006,2006-05-10,NA,0
Los Angeles Galaxy,0.34720973359115115,0,2006,2006-05-10,0,NA
Columbus Crew,0.6097241985648265,1,2006,2006-05-13,NA,0
DC United,0.6627730680631628,1,2006,2006-05-13,NA,0
Los Angeles Galaxy,0.8038957267979838,0,2006,2006-05-13,NA,1
New England Revolution,0.8114466308020021,1,2006,2006-05-13,NA,0
New York Red Bulls,0.5935971080767751,0.5,2006,2006-05-13,NA,NA
FC Dallas,0.570136963259376,0.5,2006,2006-05-13,NA,NA
Colorado Rapids,0.3902758014351735,0,2006,2006-05-13,0,NA
Sporting Kansas City,0.33722693193683717,0,2006,2006-05-13,0,NA
Real Salt Lake,0.19610427320201618,1,2006,2006-05-13,1,NA
Chivas USA,0.18855336919799792,0,2006,2006-05-13,0,NA
Chicago Fire,0.4064028919232249,0.5,2006,2006-05-13,NA,NA
Houston Dynamo,0.429863036740624,0.5,2006,2006-05-13,NA,NA
Columbus Crew,0.5208544197930643,0.5,2006,2006-05-20,NA,NA
FC Dallas,0.5942846983472125,1,2006,2006-05-20,NA,0
Los Angeles Galaxy,0.6021248478343231,0,2006,2006-05-20,NA,1
New York Red Bulls,0.7662071435853861,1,2006,2006-05-20,NA,0
Real Salt Lake,0.42324977786746515,1,2006,2006-05-20,1,NA
Houston Dynamo,0.6947115499551292,0,2006,2006-05-20,NA,1
DC United,0.47914558020693565,0.5,2006,2006-05-20,NA,NA
New England Revolution,0.40571530165278746,0,2006,2006-05-20,0,NA
Colorado Rapids,0.3978751521656769,1,2006,2006-05-20,1,NA
Chivas USA,0.2337928564146139,0,2006,2006-05-20,0,NA
Sporting Kansas City,0.5767502221325349,0,2006,2006-05-20,NA,1
Chicago Fire,0.3052884500448708,1,2006,2006-05-20,1,NA
New York Red Bulls,0.5857004679299445,0,2006,2006-05-24,NA,1
FC Dallas,0.41429953207005554,1,2006,2006-05-24,1,NA
Chivas USA,0.4045229346253922,1,2006,2006-05-27,1,NA
New England Revolution,0.6101281703290374,0.5,2006,2006-05-27,NA,NA
Sporting Kansas City,0.5744118640060853,0,2006,2006-05-27,NA,1
Real Salt Lake,0.4910914893495053,0.5,2006,2006-05-27,NA,NA
Chicago Fire,0.5954770653746078,0,2006,2006-05-27,NA,1
Houston Dynamo,0.38987182967096257,0.5,2006,2006-05-27,NA,NA
DC United,0.42558813599391465,1,2006,2006-05-27,1,NA
Colorado Rapids,0.5089085106504947,0.5,2006,2006-05-27,NA,NA
Colorado Rapids,0.7113826051555409,1,2006,2006-05-31,NA,0
DC United,0.7672103274265687,1,2006,2006-05-31,NA,0
Los Angeles Galaxy,0.28861739484445914,0,2006,2006-05-31,0,NA
Columbus Crew,0.2327896725734313,0,2006,2006-05-31,0,NA
Chivas USA,0.47770281145915267,1,2006,2006-06-03,1,NA
DC United,0.7270675177105881,1,2006,2006-06-03,NA,0
FC Dallas,0.7352583577654732,0,2006,2006-06-03,NA,1
Houston Dynamo,0.7802025246821975,1,2006,2006-06-03,NA,0
Real Salt Lake,0.44870104975768166,1,2006,2006-06-03,1,NA
Sporting Kansas City,0.6647474235333304,0.5,2006,2006-06-03,NA,NA
Colorado Rapids,0.5222971885408474,0,2006,2006-06-03,NA,1
New England Revolution,0.2729324822894119,0,2006,2006-06-03,0,NA
Columbus Crew,0.2647416422345268,1,2006,2006-06-03,1,NA
Los Angeles Galaxy,0.21979747531780247,0,2006,2006-06-03,0,NA
Chicago Fire,0.5512989502423183,0,2006,2006-06-03,NA,1
New York Red Bulls,0.3352525764666696,0.5,2006,2006-06-03,NA,NA
Los Angeles Galaxy,0.6632224116602481,0,2006,2006-06-08,NA,1
Chivas USA,0.3367775883397519,1,2006,2006-06-08,1,NA
Colorado Rapids,0.7278653569834757,1,2006,2006-06-09,NA,0
Real Salt Lake,0.27213464301652435,0,2006,2006-06-09,0,NA
Chicago Fire,0.623683032787642,0.5,2006,2006-06-10,NA,NA
Columbus Crew,0.6310096673616552,0,2006,2006-06-10,NA,1
